"Age"	"Date"	"Care_or_Nursing_Home_n"	"Care_or_Nursing_Home_N"	"Care_or_Nursing_Home_Mortality_Rate"	"Care_or_Nursing_Home_Confidence_Interval"	"Private_Home_n"	"Private_Home_N"	"Private_Home_Mortality_Rate"	"Private_Home_Confidence_Interval"
"90+"	2017-05-01	1088	29574	36.79	"34.7-39"	2131	173827	12.26	"11.75-12.79"
"90+"	2017-06-01	1070	29763	35.95	"33.89-38.13"	1973	174089	11.33	"10.85-11.84"
"90+"	2017-07-01	1085	29980	36.19	"34.14-38.37"	1966	174427	11.27	"10.79-11.78"
"90+"	2017-08-01	1102	30256	36.42	"34.37-38.59"	1987	174910	11.36	"10.87-11.87"
"90+"	2017-09-01	1155	30527	37.84	"35.75-40.03"	1889	175439	10.77	"10.29-11.26"
"90+"	2017-10-01	1225	30804	39.77	"37.64-42.01"	2143	176189	12.16	"11.66-12.69"
"90+"	2017-11-01	1264	30959	40.83	"38.68-43.09"	2369	176145	13.45	"12.92-14"
"90+"	2017-12-01	1750	31113	56.25	"53.74-58.86"	2838	176103	16.12	"15.54-16.71"
"90+"	2018-01-01	2074	31287	66.29	"63.59-69.1"	3466	176536	19.63	"19-20.29"
"90+"	2018-02-01	1580	30683	51.49	"49.08-54.02"	2529	174621	14.48	"13.93-15.05"
"90+"	2018-03-01	1608	30703	52.37	"49.94-54.92"	2848	174534	16.32	"15.73-16.92"
"90+"	2018-04-01	1291	30894	41.79	"39.61-44.08"	2180	174642	12.48	"11.97-13.01"
"90+"	2018-05-01	1136	31046	36.59	"34.56-38.74"	2037	175032	11.64	"11.15-12.15"
"90+"	2018-06-01	1051	31505	33.36	"31.43-35.4"	1903	175580	10.84	"10.36-11.33"
"90+"	2018-07-01	1125	31892	35.28	"33.31-37.36"	1882	176060	10.69	"10.22-11.18"
"90+"	2018-08-01	1065	32272	33	"31.11-35.01"	1836	176708	10.39	"9.93-10.87"
"90+"	2018-09-01	1158	32878	35.22	"33.28-37.27"	1828	177349	10.31	"9.85-10.79"
"90+"	2018-10-01	1229	33178	37.04	"35.06-39.13"	1958	177847	11.01	"10.53-11.51"
"90+"	2018-11-01	1280	33591	38.11	"36.11-40.21"	2044	178100	11.48	"10.99-11.98"
"90+"	2018-12-01	1478	33937	43.55	"41.43-45.77"	2350	178428	13.17	"12.65-13.71"
"90+"	2019-01-01	1522	33858	44.95	"42.8-47.21"	2630	179053	14.69	"14.14-15.26"
"90+"	2019-02-01	1417	33751	41.98	"39.9-44.18"	2323	178452	13.02	"12.5-13.55"
"90+"	2019-03-01	1375	33814	40.66	"38.61-42.82"	2284	178650	12.78	"12.27-13.32"
"90+"	2019-04-01	1264	34014	37.16	"35.2-39.22"	2187	178824	12.23	"11.73-12.75"
"90+"	2019-05-01	1319	34342	38.41	"36.43-40.49"	2062	179666	11.48	"10.99-11.98"
"90+"	2019-06-01	1164	34774	33.47	"31.63-35.42"	1858	180065	10.32	"9.86-10.8"
"90+"	2019-07-01	1241	35113	35.34	"33.46-37.33"	1834	180654	10.15	"9.7-10.62"
"90+"	2019-08-01	1222	35546	34.38	"32.53-36.32"	1901	181223	10.49	"10.03-10.97"
"90+"	2019-09-01	1227	35924	34.16	"32.33-36.08"	1898	181984	10.43	"9.97-10.91"
"90+"	2019-10-01	1497	36090	41.48	"39.47-43.59"	2177	182140	11.95	"11.46-12.46"
"90+"	2019-11-01	1511	36284	41.64	"39.64-43.75"	2232	181955	12.27	"11.77-12.78"
"90+"	2019-12-01	1731	36283	47.71	"45.56-49.95"	2638	182014	14.49	"13.95-15.05"
"90+"	2020-01-01	1662	36166	45.95	"43.84-48.16"	2681	181973	14.73	"14.19-15.3"
"90+"	2020-02-01	1495	36136	41.37	"39.37-43.47"	2234	181144	12.33	"11.83-12.85"
"90+"	2020-03-01	1651	36393	45.37	"43.28-47.55"	2570	181856	14.13	"13.6-14.68"
"90+"	2020-04-01	3216	36584	87.91	"85.05-90.85"	3413	181449	18.81	"18.19-19.45"
"90+"	2020-05-01	2143	34723	61.72	"59.23-64.3"	2508	180879	13.87	"13.34-14.41"
"90+"	2020-06-01	1187	33666	35.26	"33.34-37.28"	1894	181410	10.44	"9.98-10.92"
"90+"	2020-07-01	1086	33838	32.09	"30.27-34.03"	1835	182028	10.08	"9.63-10.55"
"90+"	2020-08-01	1171	34641	33.8	"31.95-35.76"	1902	183011	10.39	"9.94-10.87"
"90+"	2020-09-01	1161	34879	33.29	"31.45-35.22"	1905	183771	10.37	"9.91-10.84"
"90+"	2020-10-01	1384	35225	39.29	"37.31-41.37"	2306	184135	12.52	"12.03-13.04"
"90+"	2020-11-01	1600	35478	45.1	"42.99-47.31"	2541	184760	13.75	"13.23-14.29"
"90+"	2020-12-01	1782	35066	50.82	"48.57-53.17"	2919	184804	15.8	"15.24-16.37"
"90+"	2021-01-01	2539	34717	73.13	"70.44-75.92"	3818	184790	20.66	"20.02-21.32"
"90+"	2021-02-01	1541	33653	45.79	"43.61-48.08"	2680	182695	14.67	"14.13-15.23"
"90+"	2021-03-01	1207	33206	36.35	"34.39-38.42"	2206	182055	12.12	"11.62-12.63"
